Attack,Defense,HP,Legendary,Sp. Atk,Sp. Def,Speed,winner
-10.0,10,-1.1999999999999957,0.0,65.0,45,70,1
12.0,4,15.75,0.0,-1.0,-6,-3,-1
74.0,10,61.75,0.0,8.0,10,35,1
-10.0,15,0.5,0.0,-5.0,25,10,1
-25.0,50,32.0,0.0,-20.0,10,-38,-1
-45.0,45,-1.0,0.0,-80.0,0,-30,-1
98.0,37,99.0,0.0,15.0,-15,40,1
-3.0,-2,-15.25,0.0,-15.0,-15,-50,1
65.0,50,34.25,0.0,-45.0,-55,10,1
41.0,-5,49.0,0.0,-19.0,-45,14,1
80.0,35,41.75,0.0,3.0,2,58,1
200.0,50,44.400000000000006,0.0,75.0,20,1,1
-15.0,-4,31.75,0.0,55.0,101,60,1
2.0,25,-11.0,0.0,-33.0,-30,6,1
-45.0,5,-14.25,0.0,35.0,5,20,1
18.0,72,27.5,0.0,-32.0,-48,15,1
-52.5,-20,-9.5,-1.0,-117.5,-20,-77,-1
190.0,165,31.75,0.0,35.0,-5,-15,1
-57.5,-48,5.5,0.0,0.0,45,73,-1
-10.0,35,-64.5,0.0,-25.0,35,40,1
-7.0,-23,7.5,0.0,-37.0,-53,15,1
0.0,-100,22.5,-1.0,-5.0,-95,25,1
75.0,45,50.75,1.0,0.0,25,6,1
-65.0,-7,-1.1999999999999957,0.0,-58.0,-2,-22,-1
43.0,-43,64.5,1.0,73.0,12,85,1
-15.0,-20,51.75,0.0,20.0,-10,-5,-1
95.0,-60,-18.75,-1.0,5.0,-90,-35,1
25.0,40,3.25,0.0,-75.0,-10,-20,-1
23.0,40,40.5,0.0,3.0,40,-8,-1
19.0,29,33.7,1.0,26.0,31,-26,-1
4.0,-70,-16.5,0.0,64.0,0,-10,-1
53.0,38,0.5,0.0,10.0,15,24,1
-46.0,-31,-8.75,0.0,-67.5,-45,-19,-1
-95.0,-17,31.25,0.0,-58.0,-5,31,-1
-2.0,100,-8.0,0.0,-40.0,100,-29,-1
-32.0,-62,32.5,0.0,16.0,16,37,1
50.0,9,-29.700000000000003,0.0,35.0,-30,-37,-1
-77.0,-75,-36.5,0.0,-102.0,-75,30,-1
18.0,-4,-9.599999999999994,0.0,-13.0,-6,51,1
-30.0,15,-15.25,0.0,15.0,5,19,1
5.0,-7,36.0,0.0,20.0,-5,-20,-1
-34.5,-23,-39.14999999999999,0.0,-54.5,-37,12,1
-25.0,85,10.5,0.0,-30.0,35,-50,-1
-33.0,-52,-9.5,0.0,-23.0,-52,25,1
87.0,-20,12.149999999999999,0.0,37.0,25,18,1
-6.0,6,10.25,0.0,35.0,-5,0,-1
-28.0,5,48.15,1.0,-6.0,42,43,1
99.0,40,48.5,0.0,75.0,75,65,1
101.0,60,92.0,1.0,86.0,58,44,1
5.0,-55,4.75,0.0,15.0,-15,-45,-1
-46.0,29,-16.299999999999997,0.0,-54.0,-29,-96,-1
-10.0,-35,-20.0,0.0,-28.0,-52,-32,-1
-18.0,-8,-7.299999999999997,0.0,-65.0,-30,-59,-1
163.0,25,46.2,0.0,143.0,15,26,1
35.0,-3,-19.5,0.0,-35.0,-13,16,1
12.0,38,-5.25,0.0,-60.0,25,-35,-1
10.0,15,12.0,0.0,-15.0,-40,0,-1
2.0,-43,6.75,0.0,15.0,-23,-20,-1
144.0,-105,24.0,0.0,149.0,-75,71,1
-9.5,-63,26.5,0.0,-13.0,-26,30,1
55.0,60,-3.0,0.0,-45.0,10,-60,-1
75.0,20,-34.75,1.0,130.0,45,75,1
-53.0,10,3.75,0.0,-27.5,-30,-40,-1
-13.0,-8,-4.5,0.0,19.0,14,-10,-1
-54.0,-14,42.300000000000004,0.0,-27.0,6,-42,-1
47.0,-25,-33.5,0.0,-40.0,-20,3,1
25.0,-42,7.5,0.0,0.0,0,17,1
45.0,20,33.25,0.0,15.0,5,40,1
84.0,58,56.15,0.0,50.0,63,14,1
55.0,-47,47.5,0.0,-25.0,-67,-46,1
35.0,-50,-1.1999999999999957,0.0,196.0,19,22,1
0.0,23,49.75,0.0,-60.0,-5,-3,-1
55.0,37,35.5,0.0,48.0,5,35,1
-130.0,15,2.5,-1.0,-125.0,55,-110,-1
27.0,7,5.0,1.0,52.0,2,35,1
-27.5,-55,-7.5,0.0,-22.5,-5,45,-1
-20.0,54,-2.5,0.0,0.0,34,-13,-1
-15.0,55,19.0,0.0,5.0,-15,-80,-1
252.0,57,51.6,1.0,149.0,37,21,1
-42.5,-5,49.25,0.0,-22.5,30,25,1
-44.0,-35,-38.0,0.0,-35.0,-35,-23,-1
250.0,-40,16.0,1.0,270.0,-5,85,1
-70.0,-170,-33.75,0.0,-40.0,-35,0,-1
35.0,53,-7.049999999999997,0.0,-35.0,-15,-10,-1
-28.0,-7,7.75,0.0,55.0,10,0,-1
40.0,55,34.5,0.0,10.0,25,-15,-1
-44.5,-30,-7.75,0.0,-51.0,-50,-75,-1
19.0,2,2.700000000000003,0.0,18.0,14,33,1
98.0,36,44.65,1.0,116.0,41,3,1
26.0,8,23.5,0.0,86.0,23,10,1
53.0,48,28.5,0.0,100.0,49,39,1
-70.0,-56,-23.299999999999997,0.0,-50.0,-20,-3,-1
45.0,10,-37.25,0.0,10.0,0,20,-1
-10.0,0,-3.75,0.0,-60.0,-30,-55,-1
-86.0,15,-55.099999999999994,-1.0,-120.0,-65,-108,-1
140.0,-25,32.5,0.0,110.0,15,55,1
125.0,74,61.0,0.0,25.0,90,26,1
92.0,20,-1.25,0.0,-37.0,-5,16,1
-47.0,-53,-29.799999999999997,0.0,7.0,-7,8,1
27.0,54,47.75,0.0,28.0,41,28,1
12.0,14,28.5,0.0,14.0,9,42,1
18.0,8,51.300000000000004,0.0,35.0,21,-16,-1
-47.5,-47,2.25,0.0,-59.0,-43,2,1
-24.0,-13,12.75,0.0,-55.0,-18,18,1
-10.0,25,1.3500000000000014,0.0,20.0,30,40,1
191.0,-65,-15.75,0.0,-45.0,-5,89,1
42.0,36,62.6,0.0,62.0,36,-11,-1
0.0,10,16.0,0.0,5.0,-5,-5,-1
0.0,-4,17.0,0.0,105.0,66,23,1
37.0,24,37.0,0.0,2.0,-1,52,1
-64.5,-29,-14.75,0.0,-30.5,-4,30,-1
-16.0,4,43.7,0.0,51.0,16,-96,-1
47.0,30,61.75,1.0,60.0,40,58,1
105.0,-10,-2.799999999999997,0.0,-95.0,-60,15,1
-21.5,31,-25.5,0.0,-17.5,31,5,1
80.0,30,56.0,0.0,45.0,25,-5,-1
-5.0,130,-167.5,0.0,-35.0,30,-5,-1
-60.0,-7,-1.5,0.0,-40.0,10,-18,-1
-5.0,-30,-13.0,0.0,-40.0,-40,0,-1
2.0,40,18.200000000000003,0.0,4.0,40,8,1
30.0,10,-11.75,0.0,10.0,30,45,1
10.0,-6,-14.5,0.0,-15.0,-6,-50,-1
23.0,-4,-24.299999999999997,0.0,4.0,-13,-76,-1
25.0,-65,-7.0,0.0,-22.0,-37,-20,-1
65.0,25,57.5,0.0,35.0,35,35,1
175.0,25,1.25,0.0,-5.0,-25,30,1
215.0,71,49.0,1.0,135.0,11,10,1
-105.0,-10,-9.5,0.0,-12.5,-30,-105,-1
-8.0,-10,39.0,0.0,12.0,0,-40,-1
-131.0,-20,-32.099999999999994,-1.0,-131.0,-3,-59,-1
24.0,5,29.15,0.0,38.0,0,56,1
26.0,4,8.25,0.0,-21.0,11,50,1
-5.0,80,31.75,0.0,20.0,30,35,1
-30.0,-30,-35.75,0.0,65.0,0,5,1
-29.0,-42,3.25,0.0,-37.0,-27,-22,-1
87.0,15,24.85,0.0,85.0,15,55,1
8.0,32,-43.099999999999994,0.0,-32.0,32,-65,-1
177.0,25,6.5,1.0,260.0,95,25,1
-30.0,-15,16.75,0.0,-42.5,-20,5,1
-12.0,-50,-4.75,-1.0,-10.0,-50,-37,-1
12.0,12,-14.599999999999994,0.0,3.0,-2,-4,-1
50.0,39,26.0,0.0,40.0,49,27,1
-40.0,-73,2.5,0.0,44.0,19,64,-1
-27.0,-7,-49.55,0.0,76.0,3,92,1
-65.0,-20,16.0,1.0,-80.0,-20,85,-1
-55.0,-20,7.0,0.0,5.0,20,50,1
29.0,30,29.5,0.0,-8.0,-20,-32,-1
-30.0,-50,-28.5,-1.0,-5.0,-50,-25,-1
7.0,9,0.8999999999999986,0.0,-13.0,-1,0,-1
-57.5,-21,-27.349999999999994,-1.0,-112.5,-71,-22,-1
-63.5,5,-30.25,0.0,-52.5,5,-16,-1
-50.0,35,-16.5,0.0,-140.0,-60,-5,-1
-95.0,-145,-14.5,0.0,-50.0,-40,-5,-1
0.0,-185,-4.5,0.0,80.0,-30,10,1
-67.5,-90,7.5,0.0,-20.0,-65,-10,-1
-10.0,40,26.0,0.0,19.0,59,-5,-1
22.0,-8,-18.75,0.0,24.0,-6,-2,-1
-45.0,-89,-12.349999999999994,-1.0,-67.5,8,-33,-1
-60.0,-45,-23.0,-1.0,-110.0,-90,-65,-1
50.0,10,-3.0,0.0,35.0,10,50,1
70.0,32,51.75,0.0,20.0,22,-17,-1
-20.0,68,12.0,1.0,15.0,68,-25,-1
49.0,-5,60.0,0.0,52.0,43,-34,1
-10.0,-2,27.5,0.0,24.0,35,-8,-1
30.0,-42,24.75,0.0,62.0,5,16,1
55.0,78,54.1,0.0,35.0,-48,-2,-1
-3.0,40,-13.75,0.0,90.0,0,-62,-1
69.0,55,36.25,0.0,30.0,45,-8,-1
-65.0,-10,20.5,0.0,-55.0,25,-65,-1
96.0,42,-9.299999999999997,0.0,-20.0,-35,-60,1
3.0,0,13.25,0.0,18.0,65,27,1
10.0,30,32.6,0.0,42.0,52,75,1
3.0,-53,-27.0,-1.0,-25.0,-35,-25,-1
-54.0,-33,-11.299999999999997,0.0,-24.0,-20,20,1
25.0,66,44.25,1.0,-24.0,10,65,1
45.0,46,31.75,0.0,15.0,46,60,1
-50.0,-20,62.0,0.0,45.0,40,-28,-1
-22.5,60,26.75,0.0,-25.0,-25,30,1
0.5,-97,74.25,0.0,15.5,28,-2,-1
-80.0,-41,-59.25,0.0,-30.0,-61,-43,-1
-10.0,13,6.75,0.0,65.0,23,19,1
10.0,35,-21.5,0.0,25.0,65,25,1
-70.0,-30,-27.25,0.0,-10.0,40,-80,-1
70.0,49,57.7,1.0,95.0,44,30,1
10.0,5,3.5,0.0,35.0,-25,-50,-1
10.0,30,63.25,0.0,62.0,40,-15,-1
-59.0,-35,-71.5,-1.0,-72.0,-55,-52,-1
-23.0,20,5.600000000000001,0.0,-3.0,25,-66,-1
-27.0,14,18.5,0.0,-37.0,4,-47,-1
15.0,-12,40.75,0.0,-22.0,-1,27,1
-40.0,35,-4.5,0.0,5.0,15,-40,-1
38.0,13,57.15,0.0,130.0,35,40,-1
-24.0,-11,34.35,0.0,18.0,-6,-42,-1
2.5,35,41.75,0.0,-50.0,45,40,1
-20.0,20,26.0,0.0,-10.0,20,35,-1
50.0,45,21.75,0.0,5.0,35,5,1
45.0,-61,-7.549999999999997,0.0,-20.0,-51,80,1
-25.0,52,-2.1499999999999915,-1.0,-67.0,-5,-27,-1
116.0,-5,53.25,1.0,86.0,25,48,1
-54.0,-33,-25.75,0.0,1.0,-21,2,1
6.0,-5,27.9,0.0,9.0,-14,-4,-1
57.0,-5,68.35,0.0,56.0,10,14,1
10.0,-20,114.75,0.0,55.0,-20,0,-1
-18.0,-35,-17.75,0.0,-85.0,-55,10,1
-65.0,-5,-31.0,0.0,-55.0,-40,25,-1
15.0,-15,15.25,0.0,30.0,-15,10,1
-19.0,15,5.0,0.0,-2.0,-5,-2,-1
45.0,25,37.0,1.0,90.0,15,-35,-1
-82.0,-32,-17.5,0.0,-13.0,2,-46,-1
-99.5,-5,-8.75,0.0,-87.0,5,-13,-1
0.0,0,2.0,0.0,45.0,5,-55,-1
-65.0,-125,-29.5,0.0,10.0,-5,35,1
-17.5,0,13.25,0.0,-15.0,0,80,1
30.0,25,25.5,0.0,-65.0,-10,-65,-1
2.0,-33,-9.0,0.0,-46.0,-14,-15,-1
-20.0,-29,-13.0,0.0,-20.0,-49,-5,-1
29.0,41,20.25,0.0,30.0,20,30,-1
20.0,50,24.75,0.0,50.0,40,25,1
22.0,-12,12.5,0.0,-18.0,-23,36,1
-122.0,-24,-32.25,-1.0,-37.0,-9,9,1
-37.5,-10,5.700000000000003,0.0,-10.0,-15,43,1
15.0,-63,107.5,0.0,-15.0,-53,-6,-1
-47.5,-37,-17.5,0.0,-57.5,-52,-41,-1
20.0,26,39.75,0.0,-5.0,-14,60,1
10.0,5,8.25,0.0,10.0,15,-20,-1
-57.5,15,37.0,0.0,-40.0,5,-40,-1
-42.5,-5,-8.0,-1.0,-60.0,-45,5,1
-25.0,35,-35.0,0.0,0.0,25,-40,-1
-35.0,-55,-31.5,-1.0,20.0,-70,10,1
147.0,62,26.75,0.0,38.0,-26,-22,-1
-30.5,-1,-6.0,0.0,-7.5,10,0,-1
-56.0,-30,-5.549999999999997,0.0,29.0,30,10,1
-20.0,-7,25.800000000000004,0.0,2.0,3,-25,-1
73.0,108,-9.549999999999997,0.0,161.0,-12,-28,-1
-45.0,-25,-52.5,-1.0,5.0,-5,-50,-1
45.0,25,14.0,0.0,-5.0,-15,55,1
-17.5,-5,33.25,0.0,7.5,30,78,1
-14.5,10,24.85,0.0,-9.0,25,51,1
-60.0,-20,36.25,1.0,-35.0,35,10,1
0.0,-55,59.5,0.0,-10.0,-10,100,1
-20.0,-10,12.75,0.0,25.0,-10,50,1
-72.0,-30,-28.0,0.0,-40.0,20,2,1
-37.5,-30,-10.0,0.0,-37.5,-30,15,1
-10.0,25,25.5,0.0,125.0,45,-10,-1
20.0,40,41.0,0.0,-65.0,25,5,1
-52.0,-57,-35.0,-1.0,-54.0,-59,-40,-1
100.0,50,-1.0,1.0,55.0,5,5,1
35.0,-7,57.5,1.0,-5.0,-7,14,1
53.0,75,-13.0,0.0,88.0,15,67,1
65.0,40,-10.5,1.0,35.0,5,30,1
240.0,28,46.5,1.0,170.0,18,26,1
115.0,-10,-33.5,0.0,80.0,-10,50,1
-1.0,-40,10.299999999999997,0.0,26.0,20,-1,-1
117.0,20,30.5,0.0,137.0,75,85,1
-92.5,-101,-71.8,-1.0,-76.0,-40,-15,-1
5.0,40,32.0,0.0,-42.5,10,0,-1
18.0,0,28.650000000000002,0.0,20.0,50,2,1
4.0,-95,-15.0,-1.0,10.0,-35,8,1
95.0,45,6.350000000000001,0.0,139.0,68,29,1
-35.0,-5,-70.5,0.0,50.0,35,45,1
-60.0,-105,-77.0,0.0,-22.5,-75,5,1
55.0,25,0.5,0.0,20.0,50,33,1
-60.0,-19,-13.0,0.0,-105.0,-64,-45,-1
-65.0,-49,-4.5,-1.0,-65.0,-49,-120,-1
-32.0,27,47.75,0.0,64.0,21,96,-1
61.0,115,66.0,1.0,46.0,45,54,1
-5.0,-20,-11.5,0.0,60.0,0,40,1
-35.0,-56,-20.25,0.0,-20.0,4,5,1
80.0,36,41.0,0.0,20.0,-14,60,1
-9.0,-13,-5.049999999999997,0.0,28.0,-6,20,1
60.0,15,39.5,0.0,40.0,25,45,1
40.0,-45,54.75,0.0,165.0,15,-30,-1
46.0,13,21.5,0.0,56.0,51,20,1
140.0,-55,47.5,0.0,90.0,-60,20,1
50.0,-30,16.75,0.0,-25.0,-35,-90,-1
-77.0,-82,-29.799999999999997,0.0,31.0,-25,-44,-1
165.0,-12,-19.25,0.0,220.0,-30,12,1
15.0,32,71.75,0.0,85.0,47,-32,-1
-16.0,-15,18.25,0.0,25.0,-25,-2,-1
5.0,25,19.0,0.0,15.0,30,-75,-1
12.0,-25,35.5,0.0,23.0,0,-2,-1
-105.0,-80,-0.25,0.0,-25.0,-50,-30,-1
-15.0,-10,-40.75,0.0,20.0,-25,-65,-1
20.0,50,-36.25,-1.0,-65.0,10,-20,-1
-50.0,-5,21.25,0.0,2.5,30,10,1
0.0,15,23.25,0.0,10.0,15,-10,-1
91.0,22,114.85,0.0,-10.0,-25,-8,-1
-45.0,8,-2.049999999999997,0.0,-5.0,15,55,1
45.0,-10,24.75,0.0,15.0,-10,-42,-1
-20.0,-65,-40.75,0.0,0.0,-30,-70,-1
-18.5,-16,51.550000000000004,0.0,-51.5,-12,5,1
-40.0,-10,-50.5,0.0,-10.0,-10,-5,-1
-8.5,55,17.950000000000003,0.0,-33.5,-10,-30,-1
25.0,20,26.0,0.0,10.0,10,-55,-1
-71.5,-86,-7.899999999999999,0.0,-41.5,-91,-5,-1
-54.0,-73,-22.9,0.0,-9.0,-15,34,1
40.0,60,61.75,0.0,-22.5,60,40,1
-10.0,-11,-3.75,0.0,30.0,14,-5,-1
-38.0,15,22.75,0.0,-21.0,-47,53,1
10.0,23,32.5,1.0,-30.0,23,9,1
0.0,-25,2.5,0.0,0.0,10,25,1
-18.0,57,-9.5,0.0,68.0,57,26,1
-115.0,-65,-41.8,0.0,-84.0,-65,-49,1
-36.0,-10,8.25,0.0,-5.0,-5,-17,-1
-20.0,-30,-32.25,0.0,-95.0,-35,-60,-1
15.0,40,5.5,0.0,-50.0,-10,-75,-1
20.0,-10,79.0,0.0,65.0,5,-30,-1
45.0,-110,-27.25,0.0,70.0,-60,40,1
-51.5,-25,-5.899999999999999,0.0,-29.5,-10,-10,-1
-15.0,-31,81.55000000000001,0.0,30.0,8,-10,-1
100.0,-10,27.5,0.0,15.0,-50,25,1
-42.0,-47,-24.0,0.0,6.0,-12,-20,-1
65.0,-35,10.5,0.0,15.0,-30,-35,-1
-19.0,17,43.7,0.0,-79.0,-20,-50,-1
70.0,55,18.5,0.0,30.0,-10,50,1
65.0,-12,65.5,0.0,-25.0,-22,16,1
-10.0,73,27.5,0.0,-75.0,-47,-36,-1
-26.0,-53,26.5,0.0,-60.5,-4,51,1
-95.0,-5,17.200000000000003,0.0,5.0,-10,-30,-1
225.0,30,33.75,1.0,100.0,-15,-39,1
-15.0,15,56.5,1.0,-5.0,25,10,1
-9.0,-10,-20.0,0.0,-35.0,-30,9,1
125.0,-55,-6.0,0.0,35.0,-35,-40,1
-40.0,-3,22.75,0.0,30.0,8,4,1
-2.0,-14,-11.0,-1.0,-52.0,-114,-27,-1
70.0,5,11.25,0.0,185.0,20,-50,-1
-17.0,2,-45.349999999999994,0.0,-48.0,-27,12,1
135.0,45,49.75,1.0,135.0,30,70,1
-35.0,-26,-13.0,0.0,-55.0,-40,-44,-1
-107.5,-182,6.5,0.0,-29.0,-23,2,1
-25.0,20,47.5,0.0,-35.0,-5,-45,-1
47.0,-60,-12.149999999999991,0.0,15.0,-55,25,1
-43.0,-30,-46.55,0.0,-21.0,-24,-18,-1
126.0,-60,4.0,1.0,115.0,-40,20,1
0.0,5,28.25,0.0,30.0,-15,0,-1
128.0,-27,-2.3499999999999943,0.0,31.0,-27,8,1
-44.0,-12,24.5,0.0,56.0,21,-5,-1
40.0,10,27.5,0.0,45.0,15,10,1
-65.0,0,-22.35,0.0,-55.0,-30,-49,-1
130.0,-38,47.0,1.0,58.0,-45,20,1
-72.0,-28,-13.099999999999994,0.0,-20.5,-15,-18,-1
65.0,94,40.0,1.0,20.0,-8,48,1
73.0,28,33.25,0.0,80.0,40,59,1
18.0,13,24.0,0.0,48.0,13,61,1
0.0,20,32.85000000000001,0.0,-10.0,10,-21,-1
-10.0,0,6.0,0.0,-5.0,-60,-15,-1
170.0,-20,24.0,0.0,-10.0,-10,35,1
-30.0,-40,9.549999999999997,0.0,50.0,-10,47,1
-10.0,-120,2.5,-1.0,0.0,-110,-45,-1
-67.0,-2,20.900000000000006,-1.0,-102.0,-38,-101,-1
-100.0,-100,0.5,0.0,20.0,-25,20,1
56.0,-33,17.1,0.0,83.0,35,48,1
-5.0,20,16.0,0.0,-25.0,-75,-55,-1
7.0,36,56.75,0.0,30.0,35,-35,-1
-19.0,-45,9.0,0.0,-24.0,-50,-6,-1
40.0,40,49.0,0.0,-5.0,-5,-5,-1
0.0,-3,-6.75,0.0,7.0,17,-12,-1
-62.5,-45,39.75,0.0,2.5,0,-40,-1
-15.0,-65,11.0,0.0,15.0,-55,15,1
37.0,-16,-2.8999999999999986,0.0,2.0,-21,-49,-1
-32.5,-5,24.0,0.0,-83.5,-45,-30,-1
29.0,53,69.5,0.0,74.0,40,5,1
30.0,60,5.5,0.0,-20.0,-5,-15,-1
-82.0,-33,-53.099999999999994,0.0,-53.0,-55,7,1
0.0,-20,19.25,0.0,-20.0,-30,51,1
7.5,51,-0.75,0.0,-52.5,-35,-11,-1
-125.0,-20,19.0,0.0,-102.5,85,45,-1
-32.0,-35,-8.0,0.0,-37.0,10,-38,-1
-35.0,20,-24.25,0.0,25.0,-30,-40,-1
60.0,-70,-5.25,0.0,35.0,-70,2,1
70.0,190,36.0,0.0,25.0,40,-10,-1
45.0,-25,-25.5,0.0,-30.0,25,15,1
35.0,30,21.0,0.0,-45.0,-50,21,1
140.0,-40,-16.5,0.0,60.0,0,20,1
-27.5,-3,15.700000000000003,0.0,-56.5,10,5,1
25.0,115,10.5,0.0,-45.0,-25,-70,-1
20.0,-55,-26.799999999999997,0.0,-65.0,-5,43,1
-25.0,-64,14.25,0.0,5.0,-14,5,1
69.0,20,12.549999999999997,0.0,65.0,20,34,1
46.0,20,17.300000000000004,0.0,16.0,10,15,1
74.0,38,38.300000000000004,1.0,-37.0,-4,-1,-1
110.0,-15,-11.25,0.0,1.0,-27,15,1
29.0,17,15.5,0.0,38.0,3,99,1
-14.0,20,-5.0,0.0,-40.0,-35,-16,-1
-10.0,-4,1.75,0.0,30.0,16,28,1
-34.5,32,-19.5,0.0,-35.0,24,-9,-1
133.0,-10,14.75,0.0,-43.0,-30,-35,1
-60.0,-82,-10.25,0.0,47.0,-25,-64,-1
-5.0,0,39.0,0.0,-90.0,-35,-70,-1
19.0,10,14.75,0.0,-45.0,-25,-79,-1
24.0,-87,17.5,-1.0,60.0,-70,10,1
-5.0,-20,24.5,0.0,-20.0,25,-7,-1
-15.0,-57,15.25,0.0,-70.0,-17,27,1
76.0,28,60.15,0.0,140.0,40,10,1
-68.0,-42,-5.899999999999999,0.0,-43.0,22,43,1
-66.5,-90,-1.0,0.0,-21.5,0,25,1
-55.0,-30,-17.5,0.0,-75.0,-110,-49,-1
-6.0,-70,-18.5,0.0,-80.0,-40,-10,-1
60.0,0,83.0,1.0,120.0,50,65,1
35.0,-40,14.25,0.0,-15.0,-35,125,1
-60.0,15,1.75,0.0,-20.0,20,-10,-1
-81.0,16,38.25,0.0,-50.0,12,-41,-1
-30.0,30,17.200000000000003,0.0,30.0,-20,5,1
-90.0,80,-5.75,0.0,-17.0,40,-80,-1
62.0,17,42.75,0.0,45.0,0,35,-1
-42.0,-78,-11.799999999999997,0.0,32.0,-12,98,1
15.0,65,10.5,0.0,-35.0,65,-75,-1
-100.0,-20,-25.0,-1.0,-120.0,-75,-50,-1
-70.0,5,9.75,0.0,-80.0,5,-55,-1
-1.5,60,36.75,0.0,-26.5,10,50,1
-50.0,-20,-7.25,0.0,25.0,15,60,1
-61.5,25,-2.5,0.0,-51.5,20,26,-1
16.0,40,17.650000000000006,-1.0,48.0,0,12,1
19.0,28,0.5,0.0,9.0,68,10,1
-1.0,-2,3.0,0.0,-6.0,-40,-14,-1
-40.0,-18,-18.75,0.0,-15.0,-28,-27,-1
-115.0,-115,-47.25,0.0,45.0,-25,65,-1
-15.0,-60,2.0,-1.0,-90.0,-60,-30,-1
35.0,71,2.5,0.0,21.0,87,2,1
-8.0,8,16.75,0.0,-2.0,-10,-50,-1
9.0,28,24.0,0.0,50.0,35,-5,-1
-47.5,25,14.25,0.0,-15.0,15,-5,-1
70.0,45,24.75,0.0,70.0,45,25,1
-15.0,-5,-10.25,0.0,10.0,-5,0,-1
75.0,5,23.25,0.0,95.0,20,60,1
-50.5,41,-22.25,0.0,-45.5,41,-41,-1
35.0,80,20.5,0.0,-10.0,40,20,1
108.0,3,15.5,0.0,135.0,40,50,1
37.0,-70,-30.0,-1.0,-16.0,-70,-15,-1
25.0,65,26.0,0.0,35.0,85,19,1
-37.0,-4,4.100000000000001,0.0,-50.5,-6,-42,-1
-5.0,-13,-52.0,0.0,30.0,-23,1,1
40.0,-10,14.0,0.0,-15.0,10,25,1
-30.0,-50,0.5,-1.0,-70.0,-45,-90,-1
-70.0,25,17.75,0.0,-50.0,45,-45,-1
-42.0,6,4.649999999999999,0.0,16.0,81,-42,-1
7.0,15,-17.349999999999994,0.0,-70.0,-5,-72,-1
-22.5,19,10.0,-1.0,-115.0,-10,-9,-1
55.0,52,22.5,0.0,14.0,8,43,1
19.5,21,-111.5,0.0,-15.5,52,43,1
-45.0,10,11.0,0.0,-45.0,-50,31,1
-15.5,23,25.6,0.0,-58.0,43,4,1
16.0,-5,50.25,0.0,-9.0,25,68,1
-25.0,25,-25.25,0.0,-5.0,-20,-35,-1
5.0,-45,36.25,0.0,75.0,5,-45,-1
25.0,71,60.5,0.0,55.0,101,35,1
-35.0,10,-24.5,0.0,-40.0,5,-25,-1
-22.5,-40,21.0,0.0,-35.0,10,25,1
-37.5,25,13.25,0.0,-27.5,25,-20,-1
-2.0,8,5.0,0.0,-13.0,-38,-35,-1
-11.0,15,-8.0,0.0,14.0,40,-54,-1
-62.5,-24,-12.25,0.0,-37.5,-49,15,1
70.0,80,-106.75,0.0,20.0,-45,10,1
-70.0,-55,29.5,0.0,-45.0,0,20,1
8.0,55,2.3000000000000043,0.0,3.0,25,-3,-1
0.0,-35,-23.0,0.0,-35.0,-35,-90,-1
24.0,-30,-8.0,0.0,44.0,-20,-60,-1
63.0,-28,24.0,0.0,173.0,20,54,1
56.0,-6,48.25,0.0,28.0,65,53,1
10.0,24,-2.25,0.0,80.0,23,-36,-1
-55.0,-35,5.5,0.0,45.0,40,45,-1
-55.0,-45,-19.5,0.0,-45.0,5,45,-1
110.0,39,44.0,0.0,-5.0,45,26,1
84.0,72,45.6,1.0,19.0,14,40,1
-17.0,65,-11.100000000000001,0.0,25.0,85,-22,-1
27.0,56,42.300000000000004,0.0,37.0,20,-38,-1
44.5,49,27.300000000000004,0.0,-39.0,48,26,1
35.0,25,17.5,0.0,15.0,25,-30,-1
-15.0,-80,19.0,0.0,55.0,10,65,1
52.0,28,37.5,0.0,35.0,45,60,1
-38.0,-68,5.8500000000000085,0.0,-32.0,-67,-36,-1
42.0,27,27.0,0.0,0.0,25,-20,-1
-98.5,10,-21.5,0.0,-40.0,-5,-13,-1
22.0,7,-24.0,0.0,-21.0,-41,-5,-1
-65.0,45,-27.25,0.0,-67.5,-13,-87,-1
-13.0,4,-27.699999999999996,0.0,36.0,-2,-4,-1
5.0,-15,-13.549999999999997,0.0,30.0,-10,-6,-1
20.0,-45,-32.0,0.0,65.0,-45,50,1
-28.0,-7,-12.0,0.0,10.0,0,25,1
30.0,-5,2.5,0.0,35.0,35,20,1
-74.0,-17,40.0,-1.0,-82.0,1,-60,-1
5.0,-25,-54.25,0.0,-45.0,-40,0,-1
100.0,-15,21.0,0.0,80.0,-30,-15,-1
-18.0,56,23.0,0.0,-28.0,36,-7,-1
50.0,-5,21.0,0.0,160.0,15,65,1
17.0,-20,20.0,0.0,-27.0,-20,15,1
-49.0,-36,16.0,0.0,-24.0,-36,-22,-1
45.0,25,33.25,0.0,-5.0,25,70,1
28.0,47,46.85,1.0,50.0,80,45,1
-90.0,-35,-5.25,0.0,-30.0,-55,-50,-1
70.0,-35,0.75,0.0,-30.0,45,25,1
-62.5,-45,-15.0,0.0,-42.5,30,85,-1
35.0,70,27.0,-1.0,-30.0,-40,50,1
-27.0,-19,-3.5,0.0,-28.0,-13,21,1
-15.0,-20,-6.75,0.0,-15.0,-30,-30,-1
-16.0,25,4.450000000000003,0.0,54.0,25,30,1
-20.0,-20,-63.5,0.0,-55.0,-30,55,-1
